,term,causal,coef,antonyms,antonym_source
2041,tacky,1,-0.73,"{'tasteful': 0.224, 'ashamed': 0.312, 'new': 0.213, 'expensive': 0.909}",antonym
2042,alternative,0,0.729,{'impossible': -0.543},antonym
2043,gabriel,0,-0.728,{},empty
2044,portrayals,0,0.728,{'functional': -0.159},antonym
2045,cringe,0,-0.727,{'rise': 0.159},antonym
2046,overboard,0,0.727,{},empty
2047,doesn,0,-0.723,{},empty
2048,communist,0,-0.721,{'right': 0.233},antonym
2049,released,0,0.72,{'hold': -0.359},antonym
2050,complicated,0,-0.72,{'simple': 0.516},antonym
2051,controversial,0,0.72,{'uncontroversial': 0.0},oov_antonym
2052,alright,0,-0.72,{'rough': 0.0},oov_antonym
2053,decisions,0,0.719,{'ride': -0.272},antonym
2054,downside,0,0.719,"{'stay': -0.999, 'fall': -0.154}",synonym_antonym
2055,bomb,0,-0.719,{'praise': 0.513},antonym
2056,authentic,0,0.718,{'untrustworthy': 0.0},oov_antonym
2057,vivid,1,0.718,"{'unrealistic': -0.503, 'unintelligent': -0.471, 'inferior': -0.644, 'dull': -1.881}",antonym
2058,classic,1,0.92,{'nonstandard': 0.0},oov_antonym
2059,cannot,0,-0.748,{},empty
2060,girls,0,0.642,{},empty
2061,unless,0,-0.579,{},empty
2062,everyone,0,0.551,{},empty
2063,probably,0,-0.531,{'incredibly': 0.27},synonym_antonym
2064,thriller,0,0.511,{},empty
2065,rather,0,-0.495,{},empty
2066,christian,0,-0.472,{'male': 0.267},synonym_antonym
2067,could,0,-0.47,{},empty
2068,anything,0,-0.467,{},empty
2069,dreams,0,0.466,{'waking': 0.0},oov_antonym
2070,supporting,0,0.463,{'unsupportive': 0.0},oov_antonym
2071,producers,0,-0.449,{},empty
2072,sucked,1,-0.446,{'cool': 0.838},synonym_antonym
2073,obviously,0,0.434,{'cheer': 0.0},oov_antonym
2074,very,0,0.433,{'unrealistic': -0.503},antonym
2075,thousand,0,-0.43,"{'buy': 0.169, 'sophisticated': 0.296, 'well': 0.671}",synonym_antonym
2076,our,0,0.422,{},empty
2077,rock,0,0.417,{'artifact': 0.0},oov_antonym
2078,across,0,-0.416,{'lengthwise': 0.0},oov_antonym
2079,wanting,0,-0.414,{'adequate': 0.0},oov_antonym
2080,bbc,0,-0.413,{},empty
2081,let,0,-0.408,{'prevent': 0.0},oov_antonym
2082,turned,0,-0.403,{'well': 0.671},antonym
2083,than,0,0.401,{'impossible': -0.543},synonym_antonym
2084,personally,0,-0.401,{},empty
2085,whoopi,0,0.401,{},empty
2086,basically,0,-0.4,{},empty
2087,ever,0,0.399,{'absent': -0.845},antonym
2088,night,0,-0.394,{'day': 0.351},antonym
2089,jesus,0,-0.388,{},empty
2090,dave,0,-0.388,{},empty
2091,soundtrack,0,0.386,{},empty
2092,south,0,0.385,{'northern': 0.0},oov_antonym
2093,clearly,0,0.384,{'unintelligibly': 0.0},oov_antonym
2094,period,0,0.383,{'night': -0.394},antonym
2095,need,0,0.382,{'stay': -0.999},antonym
2096,haven,0,0.379,{'undock': 0.0},oov_antonym
2097,none,0,-0.378,{'disservice': 0.0},oov_antonym
2098,caught,0,0.377,{'open': 0.0},oov_antonym
2099,theatrical,0,-0.375,{'untheatrical': 0.0},oov_antonym
2100,loose,0,-0.374,{'controlled': 0.0},oov_antonym
2101,directed,0,-0.374,{'unoriented': 0.0},oov_antonym
2102,70s,0,-0.373,{'ordinal': 0.0},oov_antonym
2103,luke,0,0.369,{},empty
2104,technical,0,-0.367,{'inexperienced': 0.0},oov_antonym
2105,jerry,0,0.367,{},empty
2106,child,0,0.367,{'wise': -0.886},antonym
2107,portrait,0,0.365,{},empty
2108,included,0,0.365,{'unenclosed': 0.0},oov_antonym
2109,lies,0,-0.364,{},empty
2110,attractive,1,-0.363,"{'interesting': 0.734, 'seductive': 0.232, 'beautiful': 1.276, 'appealing': 0.166}",synonym_antonym
2111,sexual,0,0.362,{'asexual': 0.0},oov_antonym
2112,utterly,0,-0.362,"{'early': 0.361, 'middle': 0.194}",synonym_antonym
2113,thought,0,0.362,"{'father': -0.167, 'heavy': -0.991, 'stay': -0.999, 'inferior': -0.644, 'con': -0.232, 'standard': -0.167, 'particular': -0.255, 'fear': -0.321, 'dislike': -0.877, 'pain': -0.574, 'pride': -0.162, 'miss': -0.35, 'general': -0.433, 'plain': -0.302}",synonym_antonym
2114,team,0,-0.359,{'beginning': 0.199},antonym
2115,extremely,0,-0.357,{'birth': 0.0},oov_antonym
2116,ball,0,-0.352,{'natural object': 0.0},oov_antonym
2117,80s,0,-0.352,{'ordinal': 0.0},oov_antonym
2118,points,0,-0.345,{'right': 0.233},antonym
2119,cure,0,-0.344,"{'right': 0.233, 'minor': 1.043}",synonym_antonym
2120,last,0,0.341,{'future': -0.315},antonym
2121,1970,0,-0.341,{},empty
2122,rescue,0,-0.341,{'disagree': 0.225},synonym_antonym
2123,dialog,0,-0.339,{'close up': 0.0},oov_antonym
2124,social,0,0.337,{'uncongenial': 0.0},oov_antonym
2125,spike,0,-0.335,{'discharge': 0.0},oov_antonym
2126,particularly,0,-0.334,{},empty
2127,anne,0,0.334,{},empty
2128,drama,0,0.333,{'fail': -0.441},antonym
2129,george,0,-0.332,{},empty
2130,even,0,-0.332,"{'wild': 0.158, 'intense': 0.572}",synonym_antonym
2131,captures,0,0.331,{'lose': -0.328},synonym_antonym
2132,free,0,-0.331,{'unfree': 0.0},oov_antonym
2133,built,0,-0.331,{'unimproved': 0.0},oov_antonym
2134,tough,0,0.329,{'weak': -0.894},synonym_antonym
2135,atmosphere,0,0.328,"{'innocence': -0.96, 'dislike': -0.877, 'fear': -0.321, 'strange': -0.367, 'pain': -0.574, 'pride': -0.162, 'lose': -0.328}",synonym_antonym
2136,stone,0,0.327,{'artifact': 0.0},oov_antonym
2137,howard,0,0.326,{},empty
2138,characterization,0,-0.326,{},empty
2139,public,0,-0.325,{'male': 0.267},synonym_antonym
2140,views,0,0.323,{'left': -0.435},synonym_antonym
2141,max,0,0.323,{},empty
2142,forced,0,-0.323,{'natural': 0.186},antonym
2143,screenplay,0,-0.322,{'trade edition': 0.0},oov_antonym
2144,though,0,0.322,{},empty
2145,contemporary,0,0.322,{'old': -0.252},synonym_antonym
2146,animal,0,-0.322,{'male': 0.267},antonym
2147,adam,0,-0.322,{'rise': 0.159},antonym
2148,propaganda,0,-0.321,{},empty
2149,manage,0,-0.32,{'fail': 0.0},oov_antonym
2150,ernest,0,0.32,{},empty
2151,game,0,0.319,{'take': -0.165},synonym_antonym
2152,bigger,0,0.318,"{'little': -0.289, 'humble': -0.25}",antonym
2153,crossing,0,0.317,{},empty
2154,narrative,0,0.316,{'unbelief': 0.0},oov_antonym
2155,thinks,0,-0.315,{'disqualify': 0.0},oov_antonym
2156,behind,0,0.311,{'up': 0.0},oov_antonym
2157,does,0,-0.31,{'tightness': 0.0},oov_antonym
2158,proves,0,-0.309,{'decertify': 0.0},oov_antonym
2159,obvious,0,-0.309,"{'solid': 0.85, 'clear': 0.402, 'noticeable': 0.221, 'complex': 0.323, 'questionable': 0.248}",synonym_antonym
2160,excited,0,-0.309,{'cool': 0.838},synonym_antonym
2161,stewart,0,0.308,{},empty
2162,appreciated,0,0.308,{'ununderstood': 0.0},oov_antonym
2163,writing,0,-0.307,{'end': 0.428},antonym
2164,1st,0,-0.305,"{'former': 0.8, 'late': 0.157, 'middle': 0.194, 'last': 0.341}",synonym_antonym
2165,dances,0,0.304,"{'ride': -0.272, 'fall': -0.154, 'standard': -0.167, 'free': -0.331}",synonym_antonym
2166,plain,1,-0.302,{'complex': 0.323},synonym_antonym
2167,spoiled,1,0.301,{'good-natured': 0.0},oov_antonym
2168,attacks,0,-0.301,"{'praise': 0.513, 'end': 0.428, 'tasteful': 0.224, 'finish': 0.874, 'beginning': 0.199, 'rise': 0.159, 'top': 0.44}",synonym_antonym
2169,bob,0,-0.3,"{'rise': 0.159, 'follow': 0.245, 'dry': 0.197}",synonym_antonym
2170,science,0,-0.3,"{'figure': 1.145, 'strength': 0.357, 'right': 0.233}",synonym_antonym
2171,until,0,-0.299,{},empty
2172,journey,0,1.585,{'ride': -0.272},antonym
2173,chess,0,1.517,{},empty
2174,jack,0,1.492,{'level': 0.0},oov_antonym
2175,walking,0,-1.463,{'rise': 0.159},antonym
2176,summer,0,1.355,{'winter solstice': 0.0},oov_antonym
2177,kidding,0,-1.333,{},empty
2178,tied,0,-1.327,{'unbound': 0.0},oov_antonym
2179,protagonist,0,-1.291,"{'national': 0.179, 'right': 0.233, 'minor': 1.043, 'natural': 0.186, 'someone': 0.319}",synonym_antonym
2180,learned,0,1.287,"{'superficial': -0.767, 'careless': -0.166}",synonym_antonym
2181,che,0,1.286,{},empty
2182,filming,0,-1.268,{'block': 0.313},synonym_antonym
2183,forget,0,1.261,{'attention': -0.212},antonym
2184,stan,0,-1.255,{},empty
2185,prince,0,1.241,{'queen': -0.209},antonym
2186,blackadder,0,1.224,{},empty
2187,goldsworthy,0,1.216,{},empty
2188,entertains,1,1.206,{'lose': -0.328},antonym
2189,sequences,0,1.204,{'stay': -0.999},antonym
2190,dickens,0,-1.199,{'please': 0.0},oov_antonym
2191,harry,0,1.19,{'calm': -0.168},antonym
2192,spoil,0,1.186,{'make': -0.159},antonym
2193,driver,0,-1.178,{'superior': 0.431},antonym
2194,tend,0,1.176,{'hard': -0.5},synonym_antonym
2195,ii,0,-1.17,{'ordinal': 0.0},oov_antonym
2196,powerful,1,1.169,{'ineffective': -1.062},antonym
2197,causes,0,1.162,{'attract': -0.292},antonym
2198,chan,0,1.157,{},empty
2199,allen,0,1.156,{},empty
2200,skin,0,-1.146,{},empty
2201,jail,0,-1.13,{'fast': 0.376},antonym
2202,trailer,0,1.127,"{'driver': -1.178, 'miss': -0.35}",synonym_antonym
2203,tarzan,0,1.126,{'juvenile': 0.0},oov_antonym
2204,approach,0,-1.109,{'long': 0.312},antonym
2205,produced,0,-1.104,{'homemade': 0.0},oov_antonym
2206,ten,0,1.101,{'stay': -0.999},antonym
2207,weeks,0,1.087,{'please': -0.395},antonym
2208,husbands,0,1.084,"{'wife': -0.417, 'lose': -0.328}",antonym
2209,rocks,0,1.079,{'artifact': 0.0},oov_antonym
2210,vampire,0,-1.078,{'eudemon': 0.0},oov_antonym
2211,journalist,0,-1.07,{},empty
2212,segment,0,-1.057,"{'long': 0.312, 'beginning': 0.199, 'best': 1.267, 'fire': 0.236, 'finish': 0.874, 'freeze': 0.24, 'end': 0.428, 'middle': 0.194, 'leave': 0.224}",synonym_antonym
2213,streep,0,1.052,{},empty
2214,psychological,0,1.051,{'evil': -0.415},synonym_antonym
2215,looked,0,-1.051,{'disagree': 0.225},synonym_antonym
2216,lake,0,-1.048,{},empty
2217,minor,0,1.043,"{'woman': -0.286, 'thick': -0.335, 'fat': -0.228}",synonym_antonym
2218,andy,0,-1.042,{},empty
2219,prepared,0,1.03,"{'fall': -0.154, 'down': -0.43, 'little': -0.289, 'plain': -0.302}",synonym_antonym
2220,makers,0,-1.026,{},empty
2221,morons,1,-1.024,{'precocious': 0.0},oov_antonym
2222,bright,0,-1.022,"{'colorful': 0.252, 'cool': 0.838, 'hot': 0.808, 'full': 0.252, 'lively': 0.302}",synonym_antonym
2223,clark,0,-1.016,{},empty
2224,walken,0,-1.014,{},empty
2225,deserved,1,1.014,{'unmerited': 0.0},oov_antonym
2226,reed,0,1.012,{'fauna': 0.0},oov_antonym
2227,charismatic,1,1.011,{'unattractive': -0.345},antonym
2228,partner,0,1.001,"{'wife': -0.417, 'husband': -0.238, 'waste': -1.35}",antonym
2229,shoot,0,-0.996,"{'beginning': 0.199, 'praise': 0.513, 'end': 0.428, 'finish': 0.874, 'cool': 0.838}",synonym_antonym
2230,price,0,-0.995,{'poverty': 0.231},synonym_antonym
2231,glass,0,-0.988,{'low': 0.0},oov_antonym
2232,naked,0,-0.987,{'male': 0.267},synonym_antonym
2233,bourne,0,0.985,{'unoriented': 0.0},oov_antonym
2234,kudos,0,0.983,{'plain': -0.302},synonym_antonym
2235,lumet,0,0.983,{},empty
2236,westerns,0,-0.981,{'eastern': 0.0},oov_antonym
2237,typically,0,-0.975,{},empty
2238,linda,0,-0.972,{},empty
2239,pair,0,0.968,{'fall': -0.154},antonym
2240,storyline,0,-0.966,{},empty
2241,bridge,0,-0.966,{'opening': 0.234},synonym_antonym
2242,barry,0,-0.963,{},empty
2243,mistaken,0,0.962,{'wise': -0.886},synonym_antonym
2244,arthur,0,0.96,{},empty
2245,farrell,0,0.954,{},empty
2246,powers,0,0.951,"{'ineffective': -1.062, 'weakness': -0.161, 'weak': -0.894, 'uninteresting': -0.361, 'free': -0.331, 'admit': -0.356, 'communicate': -0.427, 'let': -0.408, 'originality': -0.825, 'difference': -0.247, 'ability': -0.814, 'bad': -1.959, 'worth': -0.327, 'lose': -0.328, 'stay': -0.999, 'add': -0.34}",synonym_antonym
2247,troubled,0,0.951,{'tame': -0.419},synonym_antonym
2248,player,0,-0.95,{'lively': 0.302},antonym
2249,developing,0,0.949,"{'mature': -0.179, 'old': -0.252}",synonym_antonym
2250,prophecy,0,-0.947,"{'truth': 0.156, 'pro': 0.178, 'dry': 0.197}",synonym_antonym
2251,repetitive,1,-0.946,{'sporadic': 0.0},oov_antonym
2252,moved,0,0.946,{'unaffected': -0.197},synonym_antonym
2253,cat,0,-0.945,{'include': 0.0},oov_antonym
2254,listen,0,0.945,{'miss': -0.35},antonym
2255,murders,0,-0.936,{},empty
2256,purple,0,0.934,{'achromatic': 0.0},oov_antonym
2257,boat,0,0.933,"{'walk': -0.203, 'hard': -0.5, 'act': -0.276, 'dull': -1.881, 'bright': -1.022, 'slow': -0.744, 'empty': -0.278, 'lack': -0.445, 'ill': -0.712}",synonym_antonym
2258,choppy,1,-0.931,{'calm': 0.0},oov_antonym
2259,further,0,0.93,{'nonworker': 0.0},oov_antonym
2260,spoiler,0,-0.924,{'member': 0.0},oov_antonym
2261,flynn,0,0.924,{},empty
2262,impact,0,0.918,"{'unimpressive': -0.462, 'stay': -0.999, 'miss': -0.35, 'failure': -0.707, 'ending': -0.324, 'appearance': -0.346}",synonym_antonym
2263,shock,0,0.916,{'understate': 0.0},oov_antonym
2264,corner,0,0.91,{'secondary': 0.0},oov_antonym
2265,dubbing,0,-0.908,{},empty
2266,kay,0,0.908,{},empty
2267,makeup,0,-0.906,{},empty
2268,blah,0,-0.902,{},empty
2269,penn,0,-0.9,{},empty
2270,grim,0,0.898,"{'lie': -0.273, 'mild': -0.299}",synonym_antonym
2271,ways,0,0.888,"{'studio': -0.411, 'fail': -0.441, 'thick': -0.335}",synonym_antonym
2272,hawn,0,-0.885,{},empty
2273,website,0,0.883,{},empty
2274,exorcist,0,-0.88,{'natural': 0.186},antonym
2275,brings,0,0.877,{'walk': -0.203},antonym
2276,speed,0,-0.876,{'fast': 0.376},synonym_antonym
2277,finish,0,0.874,"{'side': -0.243, 'low': -0.399}",antonym
2278,stops,0,0.873,{},empty
2279,novel,0,0.871,{'same': -0.222},antonym
2280,favorites,1,0.864,{'inferior': -0.644},antonym
2281,koyaanisqatsi,0,-0.862,{},empty
2282,grow,0,0.862,"{'stay': -0.999, 'fall': -0.154}",antonym
2283,crash,0,0.861,"{'stay': -0.999, 'miss': -0.35, 'mild': -0.299, 'plain': -0.302, 'defeat': -0.193}",synonym_antonym
2284,hospital,0,-0.86,{'finish': 0.874},antonym
2285,hell,0,-0.859,"{'beginning': 0.199, 'middle': 0.194}",antonym
2286,franchise,0,-0.858,{'disapprove': 0.0},oov_antonym
2287,ie,0,-0.858,{},empty
2288,villagers,0,0.855,{'nonresident': 0.0},oov_antonym
2289,relax,1,0.853,"{'empty': -0.278, 'stay': -0.999}",synonym_antonym
2290,imitate,0,-0.852,{'genuine': 0.174},antonym
2291,apparently,0,-0.852,{},empty
2292,dreck,0,-0.852,{'buy': 0.169},antonym
2293,streets,0,0.849,{},empty
2294,grace,0,-0.846,{'untidy': 0.0},oov_antonym
2295,timberlake,0,-0.844,{},empty
2296,sandler,0,-0.842,{},empty
2297,ratings,0,-0.842,"{'high': 0.418, 'intense': 0.572}",antonym
2298,uk,0,0.839,{},empty
2299,power,0,0.839,"{'ineffective': -1.062, 'weakness': -0.161, 'weak': -0.894, 'uninteresting': -0.361, 'free': -0.331, 'admit': -0.356, 'communicate': -0.427, 'let': -0.408, 'originality': -0.825, 'difference': -0.247, 'ability': -0.814, 'bad': -1.959, 'worth': -0.327, 'lose': -0.328, 'stay': -0.999, 'add': -0.34}",synonym_antonym
2300,trilogy,0,0.836,{'ground': -0.172},synonym_antonym
2301,position,0,0.835,{'left': -0.435},antonym
2302,blair,0,-0.835,{},empty
2303,career,0,0.835,{'empty': -0.278},antonym
2304,cowboy,0,-0.834,{},empty
2305,clichés,1,-0.834,{},empty
2306,lowe,0,-0.834,{},empty
2307,prison,0,0.832,{'loose': -0.374},antonym
2308,model,0,-0.831,{'atomism': 0.0},oov_antonym
2309,hanzo,0,0.83,{},empty
2310,originality,0,-0.825,{'powerful': 1.169},synonym_antonym
2311,kim,0,0.824,{},empty
2312,goldie,0,-0.824,{},empty
2313,travel,0,0.819,"{'ride': -0.272, 'fall': -0.154}",antonym
2314,repeated,0,0.818,{'standing': -0.28},synonym_antonym
2315,hill,0,-0.818,{'follow': 0.245},synonym_antonym
2316,al,0,0.814,{},empty
2317,cruel,0,-0.814,{'right': 0.233},antonym
2318,shoes,0,0.814,{'left': -0.435},synonym_antonym
2319,goes,0,-0.812,"{'rise': 0.159, 'follow': 0.245}",antonym
2320,naschy,0,-0.812,{},empty
2321,kinda,0,-0.809,{},empty
2322,hockey,0,-0.808,"{'disagree': 0.225, 'action': 0.211}",antonym
2323,aka,0,-0.808,{},empty
2324,budget,0,-0.807,{'subtract': 0.0},oov_antonym
2325,element,0,0.807,"{'left': -0.435, 'stay': -0.999, 'miss': -0.35, 'birth': -0.177}",synonym_antonym
2326,depth,0,0.804,{'shallow': -0.605},antonym
2327,couch,0,-0.803,{'voice': 0.333},antonym
2328,anger,0,0.803,"{'fall': -0.154, 'curse': -0.19}",antonym
2329,whoever,0,-0.799,{},empty
2330,decision,0,0.799,{'ride': -0.272},antonym
2331,luzhin,0,0.798,{},empty
2332,advanced,0,0.791,"{'unintelligent': -0.471, 'stupid': -1.579}",synonym_antonym
2333,elvis,0,-0.791,"{'pleasant': 1.106, 'sweet': 0.34}",antonym
2334,alas,0,-0.789,"{'luckily': 0.303, 'fortunately': 0.856}",antonym
2335,jay,0,-0.785,{},empty
2336,boyer,0,0.781,{},empty
2337,mode,0,-0.778,"{'moving': 0.272, 'sound': 0.192, 'better': 0.257}",synonym_antonym
2338,photography,0,-0.775,{},empty
2339,roy,0,0.774,{},empty
2340,timing,0,-0.771,"{'late': 0.157, 'early': 0.361, 'middle': 0.194, 'present': 0.661}",antonym
2341,reality,0,0.769,{'potential': -0.333},antonym
2342,russian,0,-0.766,{},empty
2343,couple,0,-1.299,{'disarrange': 0.0},oov_antonym
2344,leslie,0,-1.289,{},empty
2345,teachers,0,-1.228,{},empty
2346,princess,0,-1.225,{},empty
2347,deliver,0,-1.208,{'disagree': 0.225},antonym
2348,angle,0,-1.195,{'follow': 0.245},antonym
2349,sports,0,-1.191,{'overact': 0.0},oov_antonym
2350,finally,0,1.19,{},empty
2351,flashbacks,0,1.155,{'flash-forward': 0.0},oov_antonym
2352,figure,0,1.145,{'fail': -0.441},antonym
2353,cgi,0,1.139,{},empty
2354,relevant,0,1.131,{'irrelevant': 0.0},oov_antonym
2355,ultimately,0,-1.127,{},empty
2356,drag,0,-1.106,{'disagree': 0.225},antonym
2357,martin,0,1.096,{'abstain': 0.0},oov_antonym
2358,marvel,0,-1.095,"{'interesting': 0.734, 'welcome': 0.267}",synonym_antonym
2359,gangster,0,-1.081,{'right': 0.233},antonym
2360,based,0,-1.074,{'unsupported': 0.0},oov_antonym
2361,14,0,1.058,{'all': -0.429},synonym_antonym
2362,academy,0,-1.053,{'finish': 0.874},antonym
2363,exception,0,1.042,{'contract': 0.0},oov_antonym
2364,ultimatum,0,-1.032,{'obviate': 0.0},oov_antonym
2365,boys,0,1.018,{},empty
2366,normally,0,1.008,{'remarkably': 0.0},oov_antonym
2367,chemistry,0,-1.002,{},empty
2368,concert,0,-0.996,"{'disagree': 0.225, 'rise': 0.159}",antonym
2369,viewers,0,-0.996,{},empty
2370,realized,0,0.994,{'incomplete': 0.0},oov_antonym
2371,heavy,0,-0.991,"{'light': 0.157, 'smart': 0.833, 'hopeless': 0.159}",antonym
2372,2002,0,0.989,{},empty
2373,court,0,-0.987,{'buy': 0.169},antonym
2374,match,0,-0.98,{'disagree': 0.225},antonym
2375,substance,0,0.98,"{'difficult': -0.32, 'empty': -0.278, 'old': -0.252, 'miss': -0.35}",synonym_antonym
2376,kate,0,0.979,{},empty
2377,invented,0,0.978,{'war': -0.201},antonym
2378,deniro,0,-0.974,{},empty
2379,double,0,-0.969,{'member': 0.0},oov_antonym
2380,living,0,-0.962,{'dull': 0.0},oov_antonym
2381,innocence,0,-0.96,{'natural': 0.186},antonym
2382,wang,0,-0.957,{},empty
2383,performed,0,-0.954,"{'best': 1.267, 'male': 0.267, 'last': 0.341, 'soft': 0.905, 'right': 0.233, 'increase': 0.226, 'prepared': 1.03, 'focus': 0.208}",synonym_antonym
2384,legend,0,-0.941,{'truth': 0.156},antonym
2385,plastic,0,0.938,{'frivolous': 0.0},oov_antonym
2386,transfer,0,-0.933,"{'figure': 1.145, 'relax': 0.853, 'connected': 0.264, 'right': 0.233, 'disagree': 0.225, 'opening': 0.234, 'raise': 0.173}",synonym_antonym
2387,intriguing,1,0.932,{'unprovocative': 0.0},oov_antonym
2388,doll,0,0.927,{},empty
2389,seriously,0,0.919,{},empty
2390,leia,0,-0.914,{},empty
2391,expensive,0,0.909,"{'cheap': -0.807, 'worthless': -0.359}",antonym
2392,satisfy,1,-0.907,"{'change': 0.21, 'travel': 0.819}",antonym
2393,attacked,0,0.906,"{'miss': -0.35, 'fail': -0.441}",antonym
2394,soft,0,0.905,{'hard': -0.5},antonym
2395,josh,0,0.903,"{'walk': -0.203, 'like': -0.466, 'calm': -0.168}",synonym_antonym
2396,genuinely,0,-0.901,{'insincerely': 0.0},oov_antonym
2397,ruins,1,-0.896,"{'voice': 0.333, 'success': 0.485, 'end': 0.428, 'raise': 0.173, 'enjoy': 0.396, 'better': 0.257, 'increase': 0.226}",synonym_antonym
2398,redford,0,-0.892,{},empty
2399,wise,0,-0.886,{'inadvisable': 0.0},oov_antonym
2400,regret,0,0.886,{'lose': -0.328},antonym
2401,box,0,-0.884,"{'genuine': 0.174, 'right': 0.233, 'superior': 0.431}",antonym
2402,andrew,0,-0.881,{},empty
2403,cult,0,0.874,{},empty
2404,translation,0,0.871,"{'stay': -0.999, 'fall': -0.154}",synonym_antonym
2405,columbo,0,0.864,{},empty
2406,facts,0,0.864,"{'general': -0.433, 'particular': -0.255}",antonym
2407,color,0,-0.857,"{'colorful': 0.252, 'show': 0.286}",synonym_antonym
2408,norman,0,-0.855,{},empty
2409,raunchy,0,0.851,{'unsexy': 0.0},oov_antonym
2410,test,0,-0.85,{'best': 1.267},synonym_antonym
2411,seconds,0,0.847,{'slow': -0.744},antonym
2412,bet,0,-0.847,{'ahead': 0.79},antonym
2413,absent,0,-0.845,"{'present': 0.661, 'increase': 0.226}",antonym
2414,indian,0,-0.841,{'male': 0.267},synonym_antonym
2415,run,0,0.838,{'hard': -0.5},antonym
2416,directing,0,-0.836,{'minor': 1.043},antonym
2417,laid,0,-0.832,{'disarranged': 0.0},oov_antonym
2418,themes,0,-0.831,"{'truth': 0.156, 'pro': 0.178}",antonym
2419,six,0,-0.83,{'ordinal': 0.0},oov_antonym
2420,filler,0,0.828,{'unsized': 0.0},oov_antonym
2421,caring,0,-0.816,{'cool': 0.838},synonym_antonym
2422,ability,0,-0.814,"{'power': 0.839, 'good': 1.191, 'positive': 0.771, 'capable': 0.577, 'sensitive': 0.392}",synonym_antonym
2423,connection,0,-0.814,{'connected': 0.264},antonym
2424,base,0,0.813,{'inessential': 0.0},oov_antonym
2425,wizard,0,0.811,"{'fail': -0.441, 'stupidity': -0.277, 'worst': -2.915}",antonym
2426,clumsily,1,-0.809,{},empty
2427,comedian,0,0.805,{'humorless': -0.308},antonym
2428,turkish,0,0.802,{},empty
2429,former,0,0.8,{'future': -0.315},antonym
2430,novak,0,-0.796,{},empty
2431,inner,0,-0.793,"{'end': 0.428, 'beginning': 0.199, 'middle': 0.194, 'outdoor': 0.204}",synonym_antonym
2432,highest,1,0.792,"{'inferior': -0.644, 'low': -0.399}",antonym
2433,thrown,0,-0.79,{'simple': 0.516},antonym
2434,code,0,-0.789,{'con': 0.0},oov_antonym
2435,cars,0,0.789,{'stay': -0.999},antonym
2436,scale,0,-0.787,{'fall back': 0.0},oov_antonym
2437,tale,0,-0.787,{'finish': 0.874},synonym_antonym
2438,jr,0,0.786,{'old': -0.252},antonym
2439,nature,0,0.785,"{'originality': -0.825, 'difference': -0.247, 'ability': -0.814, 'bad': -1.959, 'worth': -0.327}",synonym_antonym
2440,scenery,0,-0.785,"{'day': 0.351, 'figure': 1.145}",synonym_antonym
2441,cultural,0,-0.783,{'male': 0.267},synonym_antonym
2442,producer,0,-0.781,{},empty
2443,friendship,0,-0.78,{},empty
2444,thanks,0,-0.78,{'tasteful': 0.224},antonym
2445,freedom,0,-0.776,{'unfree': 0.0},oov_antonym
2446,denzel,0,-0.773,{},empty
2447,positive,0,0.771,"{'originality': -0.825, 'difference': -0.247, 'ability': -0.814, 'bad': -1.959, 'worth': -0.327}",synonym_antonym
2448,radio,0,-0.77,{},empty
