,term,causal,coef,antonyms_opposite_coef,antonyms,antonym_source
1351,sections,0,-0.277,"{'spell': 0.353, 'recall': 0.338, 'continuation': 0.521, 'go': 0.185, 'add': 0.725, 'begin': 0.305, 'end': 0.688, 'same': 0.15, 'miss': 0.604, 'continue': 0.237}","{'spell': 0.207, 'recall': 0.338, 'opening': 0.418, 'add': 0.412, 'begin': 0.751, 'end': 0.821, 'follow': 0.39, 'agree': 0.305, 'miss': 0.409, 'comedy': 0.182, 'past': 0.244, 'future': 0.154}",synonym_antonym
1352,lunch,0,-0.279,{'take': 0.54},{'take': 0.241},antonym
1353,started,0,-0.036,{'end': 0.688},{'end': 0.821},antonym
1354,supernatural,0,0.213,"{'natural': 0.58, 'ordinary': 0.806}","{'real': -0.211, 'natural': -0.072}",antonym
1355,beginning,0,-0.085,"{'ending': 0.24, 'stop': 1.569, 'close': 0.595}","{'stop': 0.613, 'close': 1.103}",antonym
1356,desired,0,-0.298,{},{'undesirable': 0.0},oov_antonym
1357,oil,0,-0.084,"{'decent': 0.471, 'late': 1.145}",{'show': 0.286},antonym
1358,shame,1,-0.917,{'love': 1.626},{'love': 1.521},antonym
1359,through,0,-0.217,{},{'falling': 0.579},synonym_antonym
1360,graphic,0,-0.343,{},{'spoken': 0.0},oov_antonym
1361,higher,0,-0.041,{'side': 0.904},{'side': 0.187},antonym
1362,please,0,-0.431,"{'change': 0.879, 'travel': 0.39, 'pain': 0.204}",{'dislike': 0.235},antonym
1363,vulgar,1,-0.317,{'unusual': 0.548},{'unusual': 0.606},antonym
1364,annoyed,1,0.352,"{'pleased': 1.154, 'raw': 0.659}",{'poor': -1.049},synonym_antonym
1365,caused,0,-0.286,{'pull': 0.203},{'attract': 0.014},antonym
1366,handy,0,-0.286,"{'impossible': 0.081, 'available': 1.227}",{'available': 0.702},synonym_antonym
1367,reviewer,0,-0.13,{'forget': 0.772},{'trade edition': 0.0},oov_antonym
1368,rest,0,-0.083,{'continue': 0.237},"{'change': 0.311, 'end': 0.821, 'miss': 0.409, 'best': 0.525, 'fire': 0.042, 'sit': 0.225, 'action': 0.668, 'inside': 0.245, 'outside': 0.108}",synonym_antonym
1369,version,0,0.156,"{'dark': 0.652, 'light': 0.22}",{'thin': -0.416},antonym
1370,personalities,0,0.145,{'difference': 0.023},{'difference': -0.063},antonym
1371,foul,0,-0.36,"{'fair': 0.201, 'open': 0.645}",{'clean': 0.426},synonym_antonym
1372,more,0,-0.033,{},{'less': 0.0},oov_antonym
1373,bound,0,-0.292,"{'stop': 1.569, 'stay': 0.14, 'ride': 1.83, 'go': 0.185, 'fall': 0.141, 'clear': 0.375, 'familiar': 0.298}","{'stop': 0.613, 'stay': 0.399, 'include': 0.228, 'rush': 1.001, 'ride': 0.982, 'advance': 0.454, 'fall': 0.319, 'follow': 0.39, 'show': 0.286, 'clear': 0.019}",synonym_antonym
1374,cold,0,0.097,"{'warm': 0.332, 'hot': 1.766}","{'warm': -1.341, 'dull': -1.066, 'kind': -0.443}",antonym
1375,focus,0,-0.292,{'forget': 0.772},{'moderate': 0.0},oov_antonym
1376,man,0,-0.3,{'woman': 0.561},"{'cool': 1.151, 'mother': 0.304, 'black': 0.023, 'easy': 0.709, 'relax': 0.58, 'include': 0.228}",synonym_antonym
1377,selling,0,-0.292,{'take': 0.54},{'take': 0.241},synonym_antonym
1378,school,0,-0.004,"{'take': 0.54, 'woman': 0.561, 'side': 0.904, 'down': 1.414}","{'take': 0.241, 'side': 0.187, 'down': 1.004}",synonym_antonym
1379,fool,0,0.485,"{'practical': 0.176, 'realistic': 0.733, 'possible': 0.161, 'keep': 0.146, 'woman': 0.561, 'smart': 0.316, 'best': 0.379, 'up': 0.112, 'familiar': 0.298, 'complex': 0.234, 'ride': 1.83}","{'rough': -0.247, 'difficult': -0.478}",antonym
1380,intentions,0,-0.298,{'open': 0.645},"{'awake': 0.21, 'begin': 0.751, 'take': 0.241, 'keep': 0.39, 'relax': 0.58, 'heat': 0.641}",synonym_antonym
1381,community,0,-0.299,{'few': 0.116},"{'back': 0.204, 'black': 0.023, 'few': 0.154}",synonym_antonym
1382,sequels,0,-0.299,"{'end': 0.688, 'fall': 0.141, 'ending': 0.24, 'spell': 0.353, 'recall': 0.338, 'continuation': 0.521}","{'end': 0.821, 'death': 0.516, 'fall': 0.319, 'spell': 0.207, 'recall': 0.338}",synonym_antonym
1383,forth,0,-0.606,"{'right': 0.538, 'charge': 0.822}",{'right': 0.219},synonym_antonym
1384,support,0,0.205,"{'stay': 0.14, 'lose': 0.656, 'take': 0.54, 'begin': 0.305, 'start': 0.662, 'miss': 0.604}","{'appear': -0.028, 'slow': -1.023, 'free': -1.085, 'big': -0.25}",synonym_antonym
1385,audience,0,-0.36,"{'old': 0.154, 'stay': 0.14}",{'stay': 0.399},synonym_antonym
1386,trashy,1,-0.057,{'valuable': 0.06},{'valuable': 0.06},antonym
1387,better,0,-0.291,{'break': 0.189},{'worse': 0.0},oov_antonym
1388,gratuitous,0,-0.193,{},{'merited': 0.0},oov_antonym
1389,train,0,-0.308,"{'die': 0.544, 'stay': 0.14}",{'stay': 0.399},antonym
1390,decide,0,-0.121,"{'begin': 0.305, 'loud': 0.91, 'recall': 0.338, 'stay': 0.14, 'take': 0.54, 'lose': 0.656, 'stop': 1.569}","{'begin': 0.751, 'loud': 0.815, 'recall': 0.338, 'stay': 0.399, 'take': 0.241, 'agree': 0.305, 'lose': 0.122, 'stop': 0.613}",synonym_antonym
1391,encounters,0,-0.31,"{'survive': 0.639, 'begin': 0.305}","{'back': 0.204, 'agree': 0.305}",antonym
1392,pass,0,-0.948,{'appreciate': 1.008},"{'appreciate': 0.192, 'gain': 0.108}",antonym
1393,ring,0,-0.311,{'go': 0.185},"{'ride': 0.982, 'advance': 0.454, 'fall': 0.319, 'follow': 0.39}",synonym_antonym
1394,disappointed,1,-1.154,{'successful': 0.392},{'rich': 0.017},synonym_antonym
1395,escape,0,-0.22,"{'truth': 0.408, 'take': 0.54, 'begin': 0.305, 'admit': 1.055, 'lose': 0.656, 'stay': 0.14, 'miss': 0.604, 'familiar': 0.298}","{'truth': 1.129, 'take': 0.241, 'begin': 0.751, 'lose': 0.122, 'stay': 0.399, 'miss': 0.409}",synonym_antonym
1396,gory,0,-0.316,{},{'bloodless': 0.0},oov_antonym
1397,memory,0,-0.368,{'issue': 0.358},{'issue': 0.831},antonym
1398,percent,0,-0.488,"{'inside': 0.257, 'end': 0.688}","{'inside': 0.245, 'outside': 0.108, 'end': 0.821}",synonym_antonym
1399,scenes,0,-0.421,{},{'overt': 0.0},oov_antonym
1400,ten,0,-0.758,"{'clean': 1.006, 'stay': 0.14}","{'clean': 0.426, 'stay': 0.399}",antonym
1401,climax,0,-0.232,"{'ending': 0.24, 'success': 0.008}",{'success': 0.008},synonym_antonym
1402,turned,0,0.105,{'well': 0.953},{'expected': -0.983},antonym
1403,prefer,0,-0.081,{'fall': 0.141},"{'dislike': 0.235, 'fall': 0.319}",antonym
1404,today,0,0.465,{'take': 0.54},{'open': -0.062},synonym_antonym
1405,alas,0,-0.601,{},{'luckily': 0.0},oov_antonym
1406,angel,0,0.409,{},{'stay in place': 0.0},oov_antonym
1407,preferred,0,0.17,{},{'undesirable': 0.0},oov_antonym
1408,charging,0,0.627,{'miss': 0.604},{'obviate': 0.0},oov_antonym
1409,puts,0,0.334,"{'stand': 0.223, 'right': 0.538, 'front': 0.219, 'keep': 0.146, 'ride': 1.83, 'dominant': 0.928, 'advantage': 0.192, 'action': 0.648, 'pull': 0.203, 'change': 0.879, 'go': 0.185, 'fall': 0.141, 'clean': 1.006, 'open': 0.645, 'close': 0.595, 'win': 1.138, 'continue': 0.237, 'up': 0.112, 'smooth': 0.919, 'break': 0.189, 'light': 0.22, 'heavy': 0.593, 'professional': 0.46}","{'stand': -0.849, 'give': -0.209, 'left': -0.593, 'standard': -0.799, 'pull': -0.049, 'free': -1.085, 'activity': -0.375, 'go': -0.151, 'more': -0.033, 'short': -0.226, 'open': -0.062, 'level': -0.225, 'appear': -0.028, 'slow': -1.023, 'continue': -0.105, 'break': -0.172, 'dirty': -0.056, 'heavy': -0.313}",synonym_antonym
1410,straight,0,-0.398,{},{'competition': 0.0},oov_antonym
1411,necessary,0,-0.57,"{'old': 0.154, 'secondary': 0.16}",{'unnecessary': 0.431},antonym
1412,scenarios,0,-0.329,{},{'trade edition': 0.0},oov_antonym
1413,certain,0,1.376,{},{'indefinite': 0.0},oov_antonym
1414,would,0,-0.095,{'easy': 1.055},{'easy': 0.709},antonym
1415,cut,0,0.761,"{'heat': 0.663, 'fat': 0.028, 'clean': 1.006, 'advantage': 0.192, 'same': 0.15, 'shared': 0.736, 'full': 0.416, 'survive': 0.639, 'miss': 0.604, 'best': 0.379, 'stay': 0.14, 'hot': 1.766, 'begin': 0.305, 'stand': 0.223, 'top': 0.957, 'side': 0.904, 'add': 0.725, 'clear': 0.375, 'take': 0.54}","{'focus': -0.292, 'wet': -0.239}",antonym
1416,leads,0,0.461,{'miss': 0.604},"{'ugly': -1.081, 'focus': -0.292, 'wet': -0.239}",synonym_antonym
1417,paragraph,0,-0.711,{'stay': 0.14},{'stay': 0.399},antonym
1418,ahead,0,0.395,{'down': 1.414},{'low': -0.214},antonym
1419,above,0,0.236,{},{'below': 0.0},oov_antonym
1420,wont,0,0.308,{},{'ready-made': 0.0},oov_antonym
1421,dramatic,0,-0.154,{},{'comedy': 0.182},antonym
1422,grab,0,-0.101,{'open': 0.645},"{'start': 0.329, 'loose': 0.352, 'end': 0.821, 'close': 1.103, 'stay': 0.399}",synonym_antonym
1423,steam,0,-0.198,{'begin': 0.305},{'begin': 0.751},antonym
1424,triangle,0,0.061,{'stay': 0.14},{'oblique triangle': 0.0},oov_antonym
1425,country,0,-0.162,"{'end': 0.688, 'late': 1.145, 'break': 0.189}","{'end': 0.821, 'late': 1.256}",antonym
1426,explaining,0,-0.176,"{'exciting': 0.996, 'stay': 0.14, 'twist': 1.32, 'young': 0.431, 'charge': 0.822, 'open': 0.645}","{'exciting': 0.973, 'stay': 0.399, 'twist': 0.192}",synonym_antonym
1427,humour,1,0.04,"{'difference': 0.023, 'ability': 0.079, 'power': 0.134, 'good': 0.861, 'worth': 0.121}",{'leave': -0.562},antonym
1428,conflict,1,-0.34,"{'keep': 0.146, 'pull': 0.203, 'order': 0.546, 'fall': 0.141}","{'keep': 0.39, 'order': 0.377, 'fall': 0.319, 'fire': 0.042, 'falling': 0.579, 'past': 0.244}",synonym_antonym
1429,literature,0,-0.142,{'dark': 0.652},{'end': 0.821},synonym_antonym
1430,allows,0,-0.341,"{'appreciate': 1.008, 'stay': 0.14}","{'appreciate': 0.192, 'gain': 0.108, 'stay': 0.399}",synonym_antonym
1431,awkward,1,-0.821,{'practical': 0.176},{'practical': 0.182},antonym
1432,military,0,-0.11,{},{'attract': 0.014},antonym
1433,loose,0,0.352,{},{'controlled': 0.0},oov_antonym
1434,excuse,0,-0.345,{'colorful': 0.538},"{'question': 0.241, 'appreciate': 0.192, 'fast': 0.227, 'sit': 0.225, 'change': 0.311}",synonym_antonym
1435,memorable,0,-0.29,{},{'forgettable': 0.0},oov_antonym
1436,essay,0,-0.348,{'best': 0.379},{'best': 0.525},antonym
1437,much,0,-0.473,"{'little': 0.584, 'few': 0.116}",{'few': 0.154},antonym
1438,post,0,0.067,{'dominant': 0.928},{'disarrange': 0.0},oov_antonym
1439,secrets,0,0.694,"{'light': 0.22, 'day': 0.404}",{'unconcealed': 0.0},oov_antonym
1440,slow,0,-1.023,{'fast': 0.584},{'fast': 0.227},antonym
1441,4th,0,-0.357,"{'front': 0.219, 'some': 0.411, 'add': 0.725}","{'front': 0.219, 'some': 0.077, 'add': 0.412}",synonym_antonym
1442,misleading,1,-0.688,"{'honest': 0.48, 'true': 0.536}","{'honest': 0.742, 'true': 0.571}",antonym
1443,engrossing,1,-0.358,{},{'uninteresting': 0.0},oov_antonym
1444,ever,0,-0.445,{},{'absent': 0.0},oov_antonym
1445,death,0,0.516,"{'fall': 0.141, 'stay': 0.14, 'begin': 0.305, 'careful': 0.154, 'survive': 0.639}","{'beginning': -0.085, 'middle': -0.304, 'focus': -0.292, 'wet': -0.239, 'thin': -0.416, 'better': -0.291, 'clutter': -0.189, 'dirty': -0.056, 'dry': -0.306, 'dull': -1.066, 'fill': -0.485, 'pass': -0.948, 'careful': -1.03, 'engage': -0.058, 'hold': -0.39}",synonym_antonym
1446,appeal,0,-0.265,{'success': 0.008},{'success': 0.008},synonym_antonym
1447,average,0,0.648,{},{'abnormal': 0.0},oov_antonym
1448,culture,0,-0.36,"{'fall': 0.141, 'ending': 0.24, 'perfect': 1.855}","{'fall': 0.319, 'perfect': 1.168}",antonym
1449,deal,0,0.122,{'right': 0.538},"{'go': -0.151, 'lack': -0.328, 'middle': -0.304, 'juvenile': -1.104, 'respect': -0.598, 'original': -0.232, 'break': -0.172}",synonym_antonym
1450,did,0,-0.324,{'mind': 0.088},{'tightness': 0.0},oov_antonym
1451,ordered,0,-1.041,{},{'disordered': 0.0},oov_antonym
1452,provides,0,-0.038,{'take': 0.54},{'take': 0.241},antonym
1453,sexual,0,-0.726,{'male': 0.109},{'boy': 0.369},synonym_antonym
1454,ranch,0,-0.362,{'fall': 0.141},{'cross': 0.747},antonym
1455,thinking,0,-0.576,{'ready': 1.14},{'ready': 1.922},antonym
1456,generally,0,-0.055,{},{'specifically': 0.0},oov_antonym
1457,cop,0,0.211,{'action': 0.648},{'activity': -0.375},antonym
1458,section,0,-0.749,"{'spell': 0.353, 'recall': 0.338, 'continuation': 0.521, 'go': 0.185, 'add': 0.725, 'begin': 0.305, 'end': 0.688, 'same': 0.15, 'miss': 0.604, 'continue': 0.237}","{'spell': 0.207, 'recall': 0.338, 'opening': 0.418, 'add': 0.412, 'begin': 0.751, 'end': 0.821, 'follow': 0.39, 'agree': 0.305, 'miss': 0.409, 'comedy': 0.182, 'past': 0.244, 'future': 0.154}",synonym_antonym
1459,smut,0,-0.909,{'clean': 1.006},{'clean': 0.426},antonym
1460,readable,0,0.961,{'lose': 0.656},{'illegible': 0.0},oov_antonym
1461,problem,0,0.049,{'dominant': 0.928},{'juvenile': -1.104},antonym
1462,sit,0,0.225,"{'stand': 0.223, 'action': 0.648}",{'stand': -0.849},antonym
1463,majority,0,-0.372,{'mature': 0.071},"{'minor': 0.249, 'mature': 0.17}",antonym
1464,jumbled,0,-0.208,{'clean': 1.006},{'clean': 0.426},antonym
1465,relationships,0,0.151,{'absolute': 0.446},{'absolute': -0.098},synonym_antonym
1466,activity,0,-0.375,"{'ride': 1.83, 'avoid': 0.472, 'woman': 0.561, 'loved': 2.366, 'happy': 0.301, 'order': 0.546, 'exciting': 0.996, 'shared': 0.736, 'loud': 0.91, 'action': 0.648, 'right': 0.538, 'front': 0.219, 'last': 1.003, 'dominant': 0.928, 'best': 0.379, 'stay': 0.14, 'miss': 0.604, 'danger': 0.62, 'broken': 0.362, 'survive': 0.639, 'pain': 0.204, 'forget': 0.772, 'end': 0.688, 'clean': 1.006, 'begin': 0.305, 'stop': 1.569, 'truth': 0.408, 'justice': 0.461, 'good': 0.861, 'ready': 1.14, 'lose': 0.656, 'start': 0.662, 'take': 0.54, 'light': 0.22, 'clear': 0.375, 'present': 0.435, 'fall': 0.141, 'ending': 0.24}","{'ride': 0.982, 'minor': 0.249, 'location': 0.261, 'fire': 0.042, 'moving': 0.39, 'loved': 2.508, 'happy': 0.368, 'order': 0.377, 'exciting': 0.973, 'shared': 0.736, 'loud': 0.815, 'action': 0.668, 'right': 0.219, 'front': 0.219, 'back': 0.204, 'last': 0.244, 'dominant': 0.215, 'best': 0.525, 'stay': 0.399, 'miss': 0.409, 'danger': 0.126, 'survive': 0.418, 'here': 0.424, 'there': 0.217, 'end': 0.821, 'clean': 0.426, 'sell': 0.128, 'begin': 0.751, 'stop': 0.613, 'truth': 1.129, 'justice': 0.67, 'good': 1.216, 'ready': 1.922, 'lose': 0.122, 'start': 0.329, 'take': 0.241, 'light': 0.337, 'clear': 0.019, 'present': 0.553, 'future': 0.154, 'fall': 0.319}",synonym_antonym
1467,further,0,0.392,{'come': 0.05},{'come': -0.091},synonym_antonym
1468,older,0,0.122,"{'young': 0.431, 'first': 0.262}","{'young': -0.595, 'juvenile': -1.104, 'immature': -0.475}",antonym
1469,terribly,0,-0.463,"{'nice': 0.856, 'pleasant': 0.445}","{'nice': 1.156, 'pleasant': 0.233}",antonym
1470,dying,0,-0.376,{'present': 0.435},{'death': 0.516},antonym
1471,project,0,-0.376,{'best': 0.379},{'best': 0.525},antonym
1472,think,0,-0.362,"{'add': 0.725, 'keep': 0.146, 'survive': 0.639, 'stand': 0.223, 'stay': 0.14, 'lose': 0.656}","{'add': 0.412, 'keep': 0.39, 'survive': 0.418, 'stay': 0.399, 'lose': 0.122}",synonym_antonym
1473,baby,0,0.48,"{'son': 0.331, 'brother': 0.271}","{'adult': -0.674, 'serious': -0.024, 'old': -0.326, 'aged': -0.134, 'man': -0.3, 'male': -0.344}",synonym_antonym
1474,god,0,0.418,{},{'irreligious': 0.0},oov_antonym
1475,34,0,-0.504,{'some': 0.411},{'some': 0.077},synonym_antonym
1476,pregnant,0,-0.379,"{'little': 0.584, 'small': 0.184}","{'light': 0.337, 'smart': 0.537, 'ordinary': 0.806}",synonym_antonym
1477,rescue,0,-0.139,{'lose': 0.656},"{'lose': 0.122, 'sell': 0.128}",antonym
1478,thinks,0,-0.38,"{'add': 0.725, 'keep': 0.146, 'survive': 0.639, 'stand': 0.223, 'stay': 0.14, 'lose': 0.656}","{'add': 0.412, 'keep': 0.39, 'survive': 0.418, 'stay': 0.399, 'lose': 0.122}",synonym_antonym
1479,rape,0,-0.381,{'success': 0.008},{'success': 0.008},antonym
1480,spending,0,-0.088,{'appreciate': 1.008},{'appreciate': 0.192},antonym
1481,download,0,-0.908,{},{'upload': 0.0},oov_antonym
1482,common,0,-0.212,{},{'separate': 0.0},oov_antonym
1483,make,0,-0.319,{'mind': 0.088},{'desensitize': 0.0},oov_antonym
1484,york,0,-0.384,{'king': 0.353},{'king': 0.934},antonym
1485,game,0,0.287,{'take': 0.54},{'inactivity': 0.0},oov_antonym
1486,priced,0,-0.385,{'important': 0.831},{'expensive': 0.349},antonym
1487,wrote,0,0.286,"{'ride': 1.83, 'stay': 0.14, 'go': 0.185, 'cool': 0.793, 'continue': 0.237, 'appreciate': 1.008, 'background': 0.392}","{'connect': -0.406, 'dull': -1.066, 'go': -0.151, 'juvenile': -1.104, 'continue': -0.105, 'background': -0.625, 'push': -0.752, 'pack': -0.013}",synonym_antonym
1488,constant,0,-1.015,{'different': 0.813},"{'changed': 0.103, 'different': 0.271}",synonym_antonym
1489,nine,0,-0.384,{'add': 0.725},{'add': 0.412},antonym
1490,fine,0,-0.135,"{'forward': 1.588, 'front': 0.219}","{'forward': 1.268, 'ahead': 0.395, 'current': 0.627, 'front': 0.219}",synonym_antonym
1491,place,0,-0.158,{'close': 0.595},{'close': 1.103},antonym
1492,tender,0,-0.389,{},{'tough': 0.0},oov_antonym
1493,violent,0,0.296,"{'cool': 0.793, 'dark': 0.652, 'full': 0.416, 'safe': 1.023, 'male': 0.109, 'right': 0.538, 'success': 0.008, 'little': 0.584, 'small': 0.184, 'lively': 0.361}","{'dark': -0.465, 'soft': -0.189, 'tender': -0.389, 'sound': -0.208, 'male': -0.344, 'female': -1.742, 'beginning': -0.085, 'little': -0.175, 'small': -0.721}",synonym_antonym
1494,angels,0,-0.123,{},{'stay in place': 0.0},oov_antonym
1495,women,0,-0.182,"{'male': 0.109, 'husband': 0.427}",{'husband': 0.406},antonym
1496,friend,0,0.423,"{'woman': 0.561, 'sister': 1.732, 'dominant': 0.928, 'male': 0.109, 'nice': 0.856, 'unknown': 0.464, 'little': 0.584, 'small': 0.184}",{'worst': -1.792},antonym
1497,paragraphs,0,0.009,{'stay': 0.14},{'connect': -0.406},antonym
1498,losing,0,-0.751,{'keep': 0.146},{'keep': 0.39},antonym
1499,seems,0,-0.6,"{'simple': 0.394, 'set': 0.691, 'continue': 0.237, 'fall': 0.141, 'change': 0.879, 'dark': 0.652, 'lose': 0.656}","{'back': 0.204, 'head': 0.744, 'set': 0.511, 'fall': 0.319, 'change': 0.311, 'agree': 0.305, 'lose': 0.122}",synonym_antonym
1500,message,0,-0.428,"{'stay': 0.14, 'safety': 0.709, 'covered': 0.309}","{'stay': 0.399, 'safety': 0.709, 'covered': 0.309, 'follow': 0.39}",synonym_antonym
1501,spend,0,0.08,"{'action': 0.648, 'day': 0.404, 'night': 0.829, 'appreciate': 1.008}",{'activity': -0.375},synonym_antonym
1502,sappy,0,-0.658,{'smart': 0.316},"{'wise': 0.353, 'smart': 0.537}",antonym
1503,beginner,0,-0.288,{'child': 0.524},{'child': 0.279},antonym
1504,middle,0,-0.304,"{'end': 0.688, 'late': 1.145, 'break': 0.189, 'front': 0.219, 'pull': 0.203}","{'end': 0.821, 'late': 1.256, 'outside': 0.108, 'front': 0.219}",synonym_antonym
1505,struggled,0,-0.407,"{'best': 0.379, 'keep': 0.146, 'begin': 0.305, 'stop': 1.569, 'survive': 0.639, 'ride': 1.83}",{'fire': 0.042},antonym
1506,plot,0,-0.577,{'truth': 0.408},{'truth': 1.129},antonym
1507,attempts,0,-0.41,"{'best': 0.379, 'survive': 0.639}","{'best': 0.525, 'survive': 0.418}",antonym
1508,corny,1,-1.259,{'creative': 0.568},{'creative': 0.068},antonym
1509,whatsoever,0,-0.281,{'few': 0.116},{'few': 0.154},antonym
1510,level,0,-0.225,{'intense': 1.272},{'intense': 1.087},antonym
1511,structure,0,-0.413,"{'success': 0.008, 'fall': 0.141, 'action': 0.648, 'afraid': 0.004, 'ride': 1.83, 'intense': 1.272, 'survive': 0.639, 'easy': 1.055, 'simple': 0.394, 'smooth': 0.919, 'leaving': 0.196, 'ending': 0.24, 'end': 0.688, 'change': 0.879, 'background': 0.392, 'inside': 0.257, 'wrong': 1.271, 'secondary': 0.16, 'stay': 0.14, 'top': 0.957, 'side': 0.904, 'miss': 0.604, 'woman': 0.561, 'take': 0.54, 'fast': 0.584}","{'success': 0.008, 'fall': 0.319, 'fire': 0.042, 'relax': 0.58, 'show': 0.286, 'sit': 0.225, 'action': 0.668, 'ride': 0.982, 'head': 0.744, 'intense': 1.087, 'survive': 0.418, 'easy': 0.709, 'smooth': 0.862, 'outside': 0.108, 'end': 0.821, 'change': 0.311, 'inside': 0.245, 'back': 0.204, 'sell': 0.128, 'wrong': 0.641, 'secondary': 0.16, 'stay': 0.399, 'top': 0.086, 'side': 0.187, 'miss': 0.409, 'death': 0.516, 'take': 0.241, 'fast': 0.227}",synonym_antonym
1512,moved,0,0.245,"{'well': 0.953, 'cool': 0.793}",{'unemotional': 0.0},oov_antonym
1513,simplistic,0,-0.464,{'complex': 0.234},{'complex': 0.208},antonym
1514,erotic,0,0.083,{},{'dry': -0.306},synonym_antonym
1515,thankfully,0,-0.352,{},{'unappreciatively': 0.0},oov_antonym
1516,due,0,-0.778,"{'go': 0.185, 'set': 0.691, 'stop': 1.569, 'unexpected': 0.835, 'careful': 0.154}","{'set': 0.511, 'stop': 0.613, 'unexpected': 1.132}",synonym_antonym
1517,language,0,-0.941,"{'end': 0.688, 'top': 0.957}","{'death': 0.516, 'end': 0.821, 'fire': 0.042, 'top': 0.086}",synonym_antonym
1518,listed,0,-0.664,{'break': 0.189},"{'close': 1.103, 'stay': 0.399, 'right': 0.219, 'front': 0.219, 'back': 0.204, 'wanted': 0.057, 'fire': 0.042, 'sell': 0.128, 'side': 0.187, 'end': 0.821, 'ride': 0.982, 'intense': 1.087}",synonym_antonym
1519,lead,0,-0.539,{'miss': 0.604},"{'agree': 0.305, 'miss': 0.409}",antonym
1520,managed,0,0.267,{'lose': 0.656},"{'immediate': -0.034, 'activity': -0.375}",synonym_antonym
1521,limited,0,-0.208,{'wide': 0.668},{'wide': 0.668},antonym
1522,novel,0,-0.369,{'same': 0.15},{'ride': 0.982},synonym_antonym
1523,buy,0,-0.115,"{'recall': 0.338, 'take': 0.54, 'lose': 0.656, 'charge': 0.822}",{'sell': 0.128},antonym
1524,consider,0,-0.754,"{'add': 0.725, 'close': 0.595, 'afraid': 0.004, 'charge': 0.822, 'keep': 0.146, 'survive': 0.639, 'stand': 0.223, 'lose': 0.656, 'same': 0.15, 'forget': 0.772}","{'add': 0.412, 'close': 1.103, 'keep': 0.39, 'survive': 0.418, 'lose': 0.122, 'dislike': 0.235, 'welcome': 0.018}",synonym_antonym
1525,reason,0,-0.654,"{'begin': 0.305, 'stay': 0.14}","{'begin': 0.751, 'stay': 0.399}",antonym
1526,give,0,-0.209,"{'lose': 0.656, 'take': 0.54, 'survive': 0.639}","{'lose': 0.122, 'take': 0.241, 'survive': 0.418}",synonym_antonym
1527,learning,0,0.224,{'attention': 0.148},{'download': -0.908},antonym
1528,proof,0,-0.322,{'take': 0.54},{'take': 0.241},antonym
1529,refund,0,-0.432,{'charge': 0.822},{'welcome': 0.018},synonym_antonym
1530,hero,0,-0.347,{},{'follower': 0.0},oov_antonym
1531,thus,0,0.147,{'stay': 0.14},{},empty
1532,itself,0,-1.154,{},{'disapproval': 0.0},oov_antonym
1533,otherwise,0,-0.408,"{'present': 0.435, 'familiar': 0.298}","{'present': 0.553, 'future': 0.154}",antonym
1534,resolution,0,-0.317,{'begin': 0.305},{'begin': 0.751},synonym_antonym
